id,scrape_id,last_scraped,host_id,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,price,minimum_nights,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,city,state,county,county_name,series_complete_pop_pct,series_complete_yes,completeness_pct,zip
12269624,20210430031725,2021-05-02,24379030,"Santa Cruz, California, United States",City of Capitola,36.95823,-121.97107,Entire bungalow,Entire home/apt,2,209.0,2,1,12,19,244,2021-05-02,196,99.0,10.0,10.0,10.0,10.0,9.0,1,3.19,SANTA CRUZ,CA,06087,Santa Cruz County,37.4,102105,96.9,95060
13301230,20210430031725,2021-05-02,68263722,"Santa Cruz, California, United States",City of Santa Cruz,36.96633,-122.02277,Entire guesthouse,Entire home/apt,4,229.0,2,1,2,2,131,2021-05-02,173,100.0,10.0,10.0,10.0,10.0,10.0,1,2.94,SANTA CRUZ,CA,06087,Santa Cruz County,37.4,102105,96.9,95060
14824672,20210430031725,2021-05-02,55428362,"Santa Cruz, California, United States",City of Santa Cruz,36.97085,-122.0062,Entire house,Entire home/apt,6,257.0,2,4,7,9,250,2021-05-02,271,98.0,10.0,10.0,10.0,10.0,10.0,1,4.8,SANTA CRUZ,CA,06087,Santa Cruz County,37.4,102105,96.9,95060
15835722,20210430031725,2021-05-02,22086551,"Santa Cruz, California, United States",City of Santa Cruz,36.96358,-122.00001999999999,Entire house,Entire home/apt,3,168.0,1,0,4,10,78,2021-05-02,158,96.0,10.0,10.0,10.0,10.0,9.0,1,2.9,SANTA CRUZ,CA,06087,Santa Cruz County,37.4,102105,96.9,95060
19627278,20210430031725,2021-05-02,100114471,"Santa Cruz, California, United States",City of Santa Cruz,36.95327,-122.05415,Entire house,Entire home/apt,9,575.0,2,7,15,18,264,2021-05-02,100,97.0,10.0,10.0,10.0,10.0,9.0,13,2.2,SANTA CRUZ,CA,06087,Santa Cruz County,37.4,102105,96.9,95060
20554368,20210430031725,2021-05-02,20210962,"Santa Cruz, California, United States",Unincorporated Areas,37.06857,-121.96433,Entire apartment,Entire home/apt,4,162.0,2,21,51,81,356,2021-05-02,22,100.0,10.0,10.0,10.0,10.0,10.0,2,0.49,SANTA CRUZ,CA,06087,Santa Cruz County,37.4,102105,96.9,95060
21682496,20210430031725,2021-05-02,73968952,"Santa Cruz, California, United States",City of Capitola,36.95946,-121.98097,Entire house,Entire home/apt,6,579.0,3,0,0,0,0,2021-05-02,9,100.0,10.0,10.0,10.0,10.0,10.0,1,0.21,SANTA CRUZ,CA,06087,Santa Cruz County,37.4,102105,96.9,95060
21783931,20210430031725,2021-05-02,993201,"Santa Cruz, California, United States",City of Capitola,36.95909,-121.97865,Entire house,Entire home/apt,4,314.0,2,13,19,23,263,2021-05-02,32,100.0,10.0,10.0,10.0,10.0,10.0,1,0.86,SANTA CRUZ,CA,06087,Santa Cruz County,37.4,102105,96.9,95060
22248157,20210430031725,2021-05-02,162562653,"Santa Cruz, California, United States",Unincorporated Areas,36.99974,-122.009,Entire house,Entire home/apt,2,182.0,1,0,0,0,1,2021-05-02,149,98.0,10.0,10.0,10.0,10.0,10.0,1,3.67,SANTA CRUZ,CA,06087,Santa Cruz County,37.4,102105,96.9,95060
28845392,20210430031725,2021-05-02,100114471,"Santa Cruz, California, United States",City of Santa Cruz,36.9544,-122.05378999999999,Entire house,Entire home/apt,4,225.0,2,0,0,0,0,2021-05-02,2,100.0,10.0,10.0,10.0,10.0,10.0,13,0.08,SANTA CRUZ,CA,06087,Santa Cruz County,37.4,102105,96.9,95060
33129890,20210430031725,2021-05-02,97824505,"Santa Cruz, California, United States",City of Capitola,36.959109999999995,-121.97058,Entire guest suite,Entire home/apt,2,97.0,3,0,8,16,98,2021-05-02,36,98.0,10.0,10.0,10.0,10.0,10.0,1,1.42,SANTA CRUZ,CA,06087,Santa Cruz County,37.4,102105,96.9,95060
37092151,20210430031725,2021-05-02,38043035,"Santa Cruz, California, United States",City of Santa Cruz,36.96567,-122.02253999999999,Entire house,Entire home/apt,6,385.0,1,0,0,0,204,2021-05-02,1,100.0,10.0,10.0,10.0,10.0,10.0,5,0.07,SANTA CRUZ,CA,06087,Santa Cruz County,37.4,102105,96.9,95060
37781070,20210430031725,2021-05-02,44748394,"Santa Cruz, California, United States",City of Santa Cruz,36.99855,-122.00413,Entire guest suite,Entire home/apt,2,171.0,5,0,4,34,124,2021-05-02,23,99.0,10.0,10.0,10.0,10.0,10.0,3,1.13,SANTA CRUZ,CA,06087,Santa Cruz County,37.4,102105,96.9,95060
38999027,20210430031725,2021-05-02,2140089,"Santa Cruz, California, United States",City of Santa Cruz,36.95477,-122.04111999999999,Entire cottage,Entire home/apt,6,393.0,1,2,6,13,101,2021-05-02,98,96.0,10.0,10.0,10.0,10.0,9.0,3,5.13,SANTA CRUZ,CA,06087,Santa Cruz County,37.4,102105,96.9,95060
40067699,20210430031725,2021-05-02,23229676,"Santa Cruz, California, United States",City of Santa Cruz,36.97464,-122.01638999999999,Entire apartment,Entire home/apt,6,266.0,2,13,14,14,14,2021-05-02,17,98.0,10.0,10.0,10.0,10.0,10.0,1,1.0,SANTA CRUZ,CA,06087,Santa Cruz County,37.4,102105,96.9,95060
41215199,20210430031725,2021-05-02,315764936,"Santa Cruz, California, United States",Unincorporated Areas,36.98084,-121.98763999999998,Camper/RV,Entire home/apt,2,90.0,1,26,55,85,358,2021-05-02,79,97.0,10.0,10.0,10.0,10.0,10.0,3,5.04,SANTA CRUZ,CA,06087,Santa Cruz County,37.4,102105,96.9,95060
41670012,20210430031725,2021-05-02,47316700,"Santa Cruz, California, United States",City of Santa Cruz,36.96536,-122.01221000000001,Entire house,Entire home/apt,7,293.0,2,8,13,30,116,2021-05-02,105,99.0,10.0,10.0,10.0,10.0,9.0,14,6.8,SANTA CRUZ,CA,06087,Santa Cruz County,37.4,102105,96.9,95060
41833501,20210430031725,2021-05-02,17897475,"Santa Cruz, California, United States",City of Santa Cruz,36.96569,-122.00873,Entire house,Entire home/apt,6,371.0,2,16,29,44,304,2021-05-02,49,96.0,9.0,10.0,10.0,10.0,9.0,1,3.9,SANTA CRUZ,CA,06087,Santa Cruz County,37.4,102105,96.9,95060
47714949,20210430031725,2021-05-02,854712,"Santa Cruz, California, United States",Unincorporated Areas,36.96542,-121.98771,Entire house,Entire home/apt,6,185.0,2,4,10,15,195,2021-05-02,15,97.0,9.0,10.0,10.0,10.0,10.0,10,5.7,SANTA CRUZ,CA,06087,Santa Cruz County,37.4,102105,96.9,95060
48663220,20210430031725,2021-05-02,24413952,"Santa Cruz, California, United States",City of Capitola,36.95792,-121.97323999999999,Entire house,Entire home/apt,6,499.0,2,15,34,45,161,2021-05-02,3,100.0,10.0,10.0,10.0,10.0,10.0,18,2.65,SANTA CRUZ,CA,06087,Santa Cruz County,37.4,102105,96.9,95060
72288,20210430031725,2021-05-04,366768,"Felton, California, United States",Unincorporated Areas,37.08895,-122.04338,Entire cottage,Entire home/apt,6,185.0,1,5,12,20,187,2021-05-04,578,94.0,9.0,10.0,10.0,10.0,9.0,5,4.68,FELTON,CA,06087,Santa Cruz County,37.6,102814,96.9,95018
4803817,20210430031725,2021-05-04,24748533,"Felton, California, United States",Unincorporated Areas,37.04027,-122.0778,Entire guest suite,Entire home/apt,2,119.0,2,1,8,16,256,2021-05-04,551,98.0,10.0,10.0,10.0,10.0,10.0,1,7.14,FELTON,CA,06087,Santa Cruz County,37.6,102814,96.9,95018
193973,20210430031725,2021-05-04,926563,"Santa Cruz, California, United States",City of Santa Cruz,36.9654,-121.99891000000001,Tiny house,Entire home/apt,2,152.0,1,7,10,19,274,2021-05-04,487,97.0,10.0,10.0,10.0,10.0,9.0,1,4.21,SANTA CRUZ,CA,06087,Santa Cruz County,37.6,102814,96.9,95060
690397,20210430031725,2021-05-04,238088,"Santa Cruz, California, United States",City of Capitola,36.96073,-121.96995,Entire bungalow,Entire home/apt,6,180.0,2,5,9,11,179,2021-05-04,384,92.0,10.0,10.0,10.0,10.0,10.0,1,3.74,SANTA CRUZ,CA,06087,Santa Cruz County,37.6,102814,96.9,95060
1649986,20210430031725,2021-05-04,1803583,"Santa Cruz, California, United States",City of Santa Cruz,36.98182,-122.01683,Entire guesthouse,Entire home/apt,2,126.0,1,5,22,43,132,2021-05-04,663,96.0,10.0,10.0,10.0,10.0,9.0,2,7.26,SANTA CRUZ,CA,06087,Santa Cruz County,37.6,102814,96.9,95060
2159387,20210430031725,2021-05-04,11018734,"Santa Cruz, California, United States",City of Capitola,36.97222,-121.9707,Entire apartment,Entire home/apt,2,122.0,1,0,0,0,0,2021-05-04,589,97.0,9.0,10.0,10.0,10.0,10.0,1,6.76,SANTA CRUZ,CA,06087,Santa Cruz County,37.6,102814,96.9,95060
2314064,20210430031725,2021-05-04,11816408,"Santa Cruz, California, United States",City of Santa Cruz,36.95609,-122.02805,Entire apartment,Entire home/apt,2,347.0,2,20,38,62,330,2021-05-04,403,98.0,9.0,10.0,10.0,10.0,9.0,1,4.64,SANTA CRUZ,CA,06087,Santa Cruz County,37.6,102814,96.9,95060
2417736,20210430031725,2021-05-04,854712,"Santa Cruz, California, United States",City of Santa Cruz,36.9547,-122.03041999999999,Entire guesthouse,Entire home/apt,4,135.0,3,0,0,0,0,2021-05-04,246,95.0,9.0,10.0,10.0,10.0,10.0,10,2.87,SANTA CRUZ,CA,06087,Santa Cruz County,37.6,102814,96.9,95060
3569024,20210430031725,2021-05-04,17966712,"Santa Cruz, California, United States",Unincorporated Areas,36.96333,-121.98671999999999,Entire guest suite,Entire home/apt,4,141.0,1,9,21,44,133,2021-05-04,612,96.0,10.0,10.0,10.0,10.0,10.0,2,8.39,SANTA CRUZ,CA,06087,Santa Cruz County,37.6,102814,96.9,95060
3804188,20210430031725,2021-05-04,2140089,"Santa Cruz, California, United States",City of Capitola,36.95867,-121.97894,Entire guest suite,Entire home/apt,3,221.0,1,1,7,16,116,2021-05-04,725,96.0,10.0,10.0,10.0,10.0,9.0,3,11.12,SANTA CRUZ,CA,06087,Santa Cruz County,37.6,102814,96.9,95060
5374520,20210430031725,2021-05-04,23830148,"Santa Cruz, California, United States",City of Santa Cruz,36.986340000000006,-122.00953,Entire guesthouse,Entire home/apt,4,101.0,1,0,0,0,123,2021-05-04,574,97.0,10.0,10.0,10.0,10.0,10.0,1,7.61,SANTA CRUZ,CA,06087,Santa Cruz County,37.6,102814,96.9,95060
5395988,20210430031725,2021-05-04,17966712,"Santa Cruz, California, United States",Unincorporated Areas,36.96544,-121.985,Entire guest suite,Entire home/apt,4,138.0,1,10,29,53,143,2021-05-04,689,96.0,10.0,10.0,10.0,10.0,10.0,2,9.13,SANTA CRUZ,CA,06087,Santa Cruz County,37.6,102814,96.9,95060
5970821,20210430031725,2021-05-04,15621080,"Santa Cruz, California, United States",City of Santa Cruz,36.96574921404633,-122.0080138565094,Entire cottage,Entire home/apt,6,459.0,2,14,19,22,285,2021-05-04,376,96.0,10.0,10.0,10.0,10.0,9.0,1,5.11,SANTA CRUZ,CA,06087,Santa Cruz County,37.6,102814,96.9,95060
7114567,20210430031725,2021-05-04,277139,"Santa Cruz, California, United States",City of Santa Cruz,36.9787,-122.04404,Entire guesthouse,Entire home/apt,4,230.0,2,4,6,17,257,2021-05-04,331,99.0,10.0,10.0,10.0,10.0,10.0,1,4.87,SANTA CRUZ,CA,06087,Santa Cruz County,37.6,102814,96.9,95060
17849254,20210430031725,2021-05-04,27018411,"Santa Cruz, California, United States",City of Santa Cruz,36.96735,-122.03661000000001,Entire guest suite,Entire home/apt,2,106.0,2,2,4,13,124,2021-05-04,356,98.0,10.0,10.0,10.0,10.0,10.0,2,7.14,SANTA CRUZ,CA,06087,Santa Cruz County,37.6,102814,96.9,95060
20746507,20210430031725,2021-05-04,76446048,"Santa Cruz, California, United States",City of Santa Cruz,36.97664,-122.01211,Entire cottage,Entire home/apt,4,130.0,1,0,0,0,199,2021-05-04,427,98.0,9.0,10.0,10.0,10.0,10.0,1,9.65,SANTA CRUZ,CA,06087,Santa Cruz County,37.6,102814,96.9,95060
27287156,20210430031725,2021-05-04,205405819,"Santa Cruz, California, United States",Unincorporated Areas,36.98339,-121.98638000000001,Entire guest suite,Entire home/apt,2,107.0,1,6,10,10,10,2021-05-04,357,99.0,10.0,10.0,10.0,10.0,10.0,1,10.8,SANTA CRUZ,CA,06087,Santa Cruz County,37.6,102814,96.9,95060
229219,20210430031725,2021-04-30,851487,"Boulder Creek, California, United States",Unincorporated Areas,37.12275,-122.12265,Entire guesthouse,Entire home/apt,6,202.0,1,0,0,0,0,2021-04-30,94,98.0,10.0,10.0,10.0,10.0,10.0,1,0.88,BOULDER CREEK,CA,06087,Santa Cruz County,35.7,97639,96.9,95006
15053846,20210430031725,2021-04-30,95149152,"Boulder Creek, California, United States",Unincorporated Areas,37.13797,-122.10123999999999,Entire guest suite,Entire home/apt,4,130.0,2,0,0,0,0,2021-04-30,286,99.0,10.0,10.0,10.0,10.0,10.0,1,5.09,BOULDER CREEK,CA,06087,Santa Cruz County,35.7,97639,96.9,95006
17729923,20210430031725,2021-04-30,366768,"Boulder Creek, California, United States",Unincorporated Areas,37.111670000000004,-122.11634,Entire apartment,Entire home/apt,4,109.0,1,5,26,56,236,2021-04-30,192,94.0,10.0,10.0,10.0,10.0,9.0,5,3.93,BOULDER CREEK,CA,06087,Santa Cruz County,35.7,97639,96.9,95006
19098530,20210430031725,2021-04-30,366768,"Boulder Creek, California, United States",Unincorporated Areas,37.10987,-122.11738000000001,Entire cabin,Entire home/apt,4,114.0,1,12,35,65,245,2021-04-30,212,95.0,9.0,10.0,10.0,10.0,9.0,5,4.5,BOULDER CREEK,CA,06087,Santa Cruz County,35.7,97639,96.9,95006
23271806,20210430031725,2021-04-30,52947138,"Boulder Creek, California, United States",Unincorporated Areas,37.1367,-122.1205,Entire house,Entire home/apt,10,1190.0,3,10,33,55,313,2021-04-30,71,99.0,10.0,10.0,10.0,10.0,10.0,1,1.83,BOULDER CREEK,CA,06087,Santa Cruz County,35.7,97639,96.9,95006
24595901,20210430031725,2021-04-30,176081899,"Boulder Creek, California, United States",Unincorporated Areas,37.194559999999996,-122.14338000000001,Entire cabin,Entire home/apt,7,250.0,2,5,10,12,82,2021-04-30,72,99.0,10.0,10.0,10.0,10.0,10.0,1,2.0,BOULDER CREEK,CA,06087,Santa Cruz County,35.7,97639,96.9,95006
29219722,20210430031725,2021-04-30,219932904,"Boulder Creek, California, United States",Unincorporated Areas,37.14396,-122.13233000000001,Entire house,Entire home/apt,4,179.0,2,20,45,72,160,2021-04-30,76,97.0,10.0,10.0,10.0,10.0,9.0,1,2.86,BOULDER CREEK,CA,06087,Santa Cruz County,35.7,97639,96.9,95006
29364165,20210430031725,2021-04-30,14680703,"Boulder Creek, California, United States",Unincorporated Areas,37.11015,-122.11366000000001,Entire cabin,Entire home/apt,8,246.0,2,0,2,2,122,2021-04-30,40,98.0,10.0,10.0,10.0,10.0,9.0,1,1.47,BOULDER CREEK,CA,06087,Santa Cruz County,35.7,97639,96.9,95006
29638378,20210430031725,2021-04-30,65720123,"Boulder Creek, California, United States",Unincorporated Areas,37.13613,-122.13004,Entire cabin,Entire home/apt,5,250.0,2,20,46,76,76,2021-04-30,18,99.0,9.0,10.0,10.0,10.0,10.0,1,0.63,BOULDER CREEK,CA,06087,Santa Cruz County,35.7,97639,96.9,95006
36175030,20210430031725,2021-04-30,4993714,"Boulder Creek, California, United States",Unincorporated Areas,37.123459999999994,-122.11856,Entire house,Entire home/apt,4,186.0,2,18,43,70,345,2021-04-30,25,96.0,10.0,10.0,10.0,10.0,10.0,1,1.29,BOULDER CREEK,CA,06087,Santa Cruz County,35.7,97639,96.9,95006
40263727,20210430031725,2021-04-30,199333964,"Boulder Creek, California, United States",Unincorporated Areas,37.128809999999994,-122.13304,Entire cottage,Entire home/apt,4,210.0,2,13,41,62,144,2021-04-30,19,99.0,10.0,10.0,10.0,10.0,10.0,1,1.41,BOULDER CREEK,CA,06087,Santa Cruz County,35.7,97639,96.9,95006
45579729,20210430031725,2021-04-30,6884240,"Boulder Creek, California, United States",Unincorporated Areas,37.11655,-122.11368999999999,Entire guest suite,Entire home/apt,2,105.0,2,0,0,0,0,2021-04-30,10,100.0,10.0,10.0,10.0,10.0,10.0,2,1.65,BOULDER CREEK,CA,06087,Santa Cruz County,35.7,97639,96.9,95006
48069440,20210430031725,2021-04-30,381355398,"Boulder Creek, California, United States",Unincorporated Areas,37.12429,-122.12503999999998,Entire cabin,Entire home/apt,4,180.0,1,21,47,75,161,2021-04-30,13,92.0,9.0,10.0,10.0,9.0,9.0,8,5.2,BOULDER CREEK,CA,06087,Santa Cruz County,35.7,97639,96.9,95006
48069536,20210430031725,2021-04-30,381355398,"Boulder Creek, California, United States",Unincorporated Areas,37.1262,-122.12536000000001,Entire cabin,Entire home/apt,4,180.0,1,18,36,58,146,2021-04-30,19,97.0,9.0,10.0,10.0,10.0,10.0,8,7.7,BOULDER CREEK,CA,06087,Santa Cruz County,35.7,97639,96.9,95006
260857,20210430031725,2021-04-30,1368824,"Santa Cruz, California, United States",City of Santa Cruz,36.96946,-122.04446000000002,Entire bungalow,Entire home/apt,4,328.0,1,19,37,67,342,2021-04-30,356,96.0,9.0,10.0,10.0,10.0,9.0,2,3.24,SANTA CRUZ,CA,06087,Santa Cruz County,35.7,97639,96.9,95060
266427,20210430031725,2021-04-30,951619,"Santa Cruz, California, United States",City of Santa Cruz,36.95984,-122.03778999999999,Entire house,Entire home/apt,5,346.0,2,19,33,50,314,2021-04-30,220,92.0,9.0,10.0,10.0,10.0,9.0,1,1.92,SANTA CRUZ,CA,06087,Santa Cruz County,35.7,97639,96.9,95060
604281,20210430031725,2021-04-30,911803,"Santa Cruz, California, United States",City of Capitola,36.96325,-121.9633,Entire house,Entire home/apt,8,524.0,1,10,27,33,262,2021-04-30,121,99.0,10.0,10.0,10.0,10.0,10.0,1,1.45,SANTA CRUZ,CA,06087,Santa Cruz County,35.7,97639,96.9,95060
720801,20210430031725,2021-04-30,10973114,"Santa Cruz, California, United States",City of Santa Cruz,36.97242,-122.0118,Entire house,Entire home/apt,5,255.0,4,0,0,0,118,2021-04-30,89,96.0,9.0,10.0,10.0,10.0,10.0,1,0.87,SANTA CRUZ,CA,06087,Santa Cruz County,35.7,97639,96.9,95060
846127,20210430031725,2021-04-30,256935,"Santa Cruz, California, United States",City of Santa Cruz,36.97723,-122.00708999999999,Entire guesthouse,Entire home/apt,2,220.0,2,1,27,57,332,2021-04-30,88,97.0,10.0,10.0,10.0,10.0,9.0,2,0.88,SANTA CRUZ,CA,06087,Santa Cruz County,35.7,97639,96.9,95060
1072272,20210430031725,2021-04-30,5177794,"Santa Cruz, California, United States",City of Santa Cruz,36.96902,-122.02937,Entire house,Entire home/apt,6,311.0,3,11,25,34,143,2021-04-30,88,96.0,9.0,10.0,10.0,10.0,9.0,1,0.93,SANTA CRUZ,CA,06087,Santa Cruz County,35.7,97639,96.9,95060
1971588,20210430031725,2021-04-30,10180211,"Santa Cruz, California, United States",City of Santa Cruz,36.96975,-122.0004,Entire house,Entire home/apt,6,579.0,2,16,28,42,302,2021-04-30,91,98.0,10.0,10.0,10.0,10.0,10.0,1,1.02,SANTA CRUZ,CA,06087,Santa Cruz County,35.7,97639,96.9,95060
2056872,20210430031725,2021-04-30,4622744,"Santa Cruz, California, United States",City of Santa Cruz,36.970490000000005,-122.02523000000001,Entire loft,Entire home/apt,10,224.0,1,15,30,51,171,2021-04-30,376,96.0,8.0,10.0,10.0,10.0,9.0,2,4.24,SANTA CRUZ,CA,06087,Santa Cruz County,35.7,97639,96.9,95060
3210074,20210430031725,2021-04-30,16264860,"Santa Cruz, California, United States",City of Santa Cruz,36.97507,-122.00634,Entire house,Entire home/apt,3,239.0,3,11,28,54,54,2021-04-30,243,99.0,10.0,10.0,10.0,10.0,10.0,1,2.9,SANTA CRUZ,CA,06087,Santa Cruz County,35.7,97639,96.9,95060
3504131,20210430031725,2021-04-30,1422840,"Santa Cruz, California, United States",City of Santa Cruz,36.975390000000004,-122.01613,Entire house,Entire home/apt,2,240.0,2,0,0,0,0,2021-04-30,129,100.0,10.0,10.0,10.0,10.0,9.0,1,1.57,SANTA CRUZ,CA,06087,Santa Cruz County,35.7,97639,96.9,95060
3511408,20210430031725,2021-04-30,17679559,"Santa Cruz, California, United States",Unincorporated Areas,36.9634,-121.99343,Entire cottage,Entire home/apt,5,331.0,2,4,8,10,44,2021-04-30,155,99.0,10.0,10.0,10.0,10.0,10.0,1,1.87,SANTA CRUZ,CA,06087,Santa Cruz County,35.7,97639,96.9,95060
