id,scrape_id,last_scraped,host_id,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,price,minimum_nights,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,city,state,county,county_name,series_complete_pop_pct,series_complete_yes,completeness_pct,zip
20229711,20210430164821,2021-04-30,140243627,"Pacific Grove, California, United States",Pacific Grove,36.61925,-121.90806,Entire townhouse,Entire home/apt,6,526.0,2,7,13,24,278,2021-04-30,11,95.0,9.0,10.0,10.0,10.0,9.0,33,0.24,PACIFIC GROVE,CA,06053,Monterey County,29.6,128315,96.9,93950
20229714,20210430164821,2021-04-30,140243627,"Pacific Grove, California, United States",Pacific Grove,36.61984,-121.91136000000002,Entire house,Entire home/apt,8,782.0,2,0,0,0,0,2021-04-30,12,97.0,10.0,10.0,10.0,10.0,9.0,33,0.26,PACIFIC GROVE,CA,06053,Monterey County,29.6,128315,96.9,93950
22178195,20210430164821,2021-04-30,162016726,"Pacific Grove, California, United States",Pacific Grove,36.62072,-121.91554,Entire apartment,Entire home/apt,3,242.0,1,8,24,35,35,2021-04-30,226,99.0,10.0,10.0,10.0,10.0,10.0,1,5.55,PACIFIC GROVE,CA,06053,Monterey County,29.6,128315,96.9,93950
22666758,20210430164821,2021-04-30,128301422,"Pacific Grove, California, United States",Pacific Grove,36.60718,-121.92246000000002,Entire house,Entire home/apt,4,210.0,3,5,7,22,173,2021-04-30,153,99.0,10.0,10.0,10.0,10.0,10.0,2,3.91,PACIFIC GROVE,CA,06053,Monterey County,29.6,128315,96.9,93950
27744008,20210430164821,2021-04-30,2360802,"Pacific Grove, California, United States",Pacific Grove,36.63095,-121.93632,Entire villa,Entire home/apt,12,1263.0,1,11,19,29,263,2021-04-30,4,100.0,10.0,10.0,10.0,10.0,10.0,2,0.43,PACIFIC GROVE,CA,06053,Monterey County,29.6,128315,96.9,93950
32237119,20210430164821,2021-04-30,140243627,"Pacific Grove, California, United States",Pacific Grove,36.61967,-121.90811000000001,Entire house,Entire home/apt,8,765.0,3,17,25,29,251,2021-04-30,4,100.0,10.0,10.0,10.0,10.0,10.0,33,0.41,PACIFIC GROVE,CA,06053,Monterey County,29.6,128315,96.9,93950
34652464,20210430164821,2021-04-30,247822961,"Pacific Grove, California, United States",Pacific Grove,36.62865,-121.93111999999999,Entire condominium,Entire home/apt,6,195.0,3,13,18,37,37,2021-04-30,1,100.0,10.0,10.0,8.0,10.0,10.0,1,0.04,PACIFIC GROVE,CA,06053,Monterey County,29.6,128315,96.9,93950
39131210,20210430164821,2021-04-30,299581636,"Pacific Grove, California, United States",Pacific Grove,36.62173,-121.91854,Entire house,Entire home/apt,4,332.0,2,2,4,6,62,2021-04-30,49,100.0,10.0,10.0,10.0,10.0,10.0,1,2.6,PACIFIC GROVE,CA,06053,Monterey County,29.6,128315,96.9,93950
41857390,20210430164821,2021-04-30,270423498,"Pacific Grove, California, United States",Pacific Grove,36.61867,-121.91911,Entire house,Entire home/apt,10,717.0,1,16,34,49,321,2021-04-30,11,100.0,10.0,10.0,10.0,10.0,10.0,11,1.13,PACIFIC GROVE,CA,06053,Monterey County,29.6,128315,96.9,93950
45928538,20210430164821,2021-04-30,4622744,"Pacific Grove, California, United States",Pacific Grove,36.62032,-121.91821000000002,Entire condominium,Entire home/apt,6,620.0,2,0,30,56,323,2021-04-30,7,100.0,10.0,10.0,9.0,10.0,10.0,1,1.08,PACIFIC GROVE,CA,06053,Monterey County,29.6,128315,96.9,93950
48995459,20210430164821,2021-04-30,110664679,"Pacific Grove, California, United States",Pacific Grove,36.62638,-121.92085,Entire apartment,Entire home/apt,5,450.0,2,2,3,7,166,2021-04-30,2,100.0,10.0,10.0,10.0,10.0,10.0,2,2.0,PACIFIC GROVE,CA,06053,Monterey County,29.6,128315,96.9,93950
14266085,20210430164821,2021-05-02,10851823,"Pacific Grove, California, United States",Pacific Grove,36.6217,-121.91318000000001,Entire house,Entire home/apt,4,282.0,1,4,4,7,187,2021-05-02,347,96.0,9.0,10.0,10.0,10.0,9.0,1,6.0,PACIFIC GROVE,CA,06053,Monterey County,30.9,134041,96.9,93950
15165034,20210430164821,2021-05-02,35048383,"Pacific Grove, California, United States",Pacific Grove,36.60395,-121.92732,Entire guest suite,Entire home/apt,2,91.0,1,3,10,24,287,2021-05-02,566,97.0,10.0,10.0,10.0,10.0,10.0,2,10.28,PACIFIC GROVE,CA,06053,Monterey County,30.9,134041,96.9,93950
15857785,20210430164821,2021-05-02,102767409,"Pacific Grove, California, United States",Pacific Grove,36.61959,-121.91883999999999,Entire cottage,Entire home/apt,5,285.0,2,3,3,4,205,2021-05-02,276,94.0,9.0,10.0,10.0,10.0,9.0,1,5.11,PACIFIC GROVE,CA,06053,Monterey County,30.9,134041,96.9,93950
17642147,20210430164821,2021-05-02,120012255,"Pacific Grove, California, United States",Pacific Grove,36.62665,-121.92102,Entire apartment,Entire home/apt,5,289.0,2,0,0,0,90,2021-05-02,176,94.0,9.0,10.0,10.0,10.0,9.0,1,3.51,PACIFIC GROVE,CA,06053,Monterey County,30.9,134041,96.9,93950
18917071,20210430164821,2021-05-02,128301422,"Pacific Grove, California, United States",Pacific Grove,36.60736,-121.92223,Entire house,Entire home/apt,4,200.0,3,4,5,7,119,2021-05-02,174,98.0,10.0,10.0,10.0,10.0,9.0,2,3.64,PACIFIC GROVE,CA,06053,Monterey County,30.9,134041,96.9,93950
20229666,20210430164821,2021-05-02,140243627,"Pacific Grove, California, United States",Pacific Grove,36.61911,-121.90742,Entire house,Entire home/apt,4,397.0,2,7,17,28,275,2021-05-02,7,100.0,10.0,10.0,9.0,10.0,9.0,33,0.27,PACIFIC GROVE,CA,06053,Monterey County,30.9,134041,96.9,93950
23768786,20210430164821,2021-05-02,110664679,"Pacific Grove, California, United States",Pacific Grove,36.62695,-121.91938999999999,Entire house,Entire home/apt,6,482.0,2,2,4,7,116,2021-05-02,89,98.0,10.0,10.0,10.0,10.0,9.0,2,2.4,PACIFIC GROVE,CA,06053,Monterey County,30.9,134041,96.9,93950
26198274,20210430164821,2021-05-02,46785054,"Pacific Grove, California, United States",Pacific Grove,36.62425,-121.9167,Entire house,Entire home/apt,5,575.0,1,11,17,24,180,2021-05-02,12,97.0,10.0,10.0,10.0,10.0,8.0,16,0.74,PACIFIC GROVE,CA,06053,Monterey County,30.9,134041,96.9,93950
31169667,20210430164821,2021-05-02,62428944,"Pacific Grove, California, United States",Pacific Grove,36.619409999999995,-121.90751999999999,Entire apartment,Entire home/apt,6,571.0,2,4,8,8,215,2021-05-02,131,99.0,10.0,10.0,10.0,10.0,10.0,1,4.67,PACIFIC GROVE,CA,06053,Monterey County,30.9,134041,96.9,93950
