id,scrape_id,last_scraped,host_id,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,price,minimum_nights,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,city,state,county,county_name,series_complete_pop_pct,series_complete_yes,completeness_pct,zip
11651349,20210423160936,2021-04-25,2871239,"Oakland, California, United States",Northgate,37.812979999999996,-122.26605,Entire loft,Entire home/apt,6,160.0,2,19,47,77,158,2021-04-25,282,98.0,9.0,10.0,10.0,10.0,10.0,2,4.55,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
12322026,20210423160936,2021-04-25,27415733,"Oakland, California, United States",Woodminster,37.80788,-122.19306999999999,Entire house,Entire home/apt,8,400.0,4,0,0,0,1,2021-04-25,32,99.0,10.0,10.0,10.0,10.0,10.0,1,0.55,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
12625205,20210423160936,2021-04-25,23335101,"Oakland, California, United States",Cleveland Heights,37.805409999999995,-122.2468,Entire apartment,Entire home/apt,2,95.0,2,2,14,36,36,2021-04-25,154,100.0,10.0,10.0,10.0,10.0,10.0,1,4.7,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
13902047,20210423160936,2021-04-25,41481670,"Oakland, California, United States",Oakmore,37.80511,-122.20971000000002,Entire guest suite,Entire home/apt,2,80.0,2,0,0,0,0,2021-04-25,170,96.0,9.0,10.0,10.0,10.0,9.0,1,3.37,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
15265937,20210423160936,2021-04-25,3538896,"Oakland, California, United States",Maxwell Park,37.78368,-122.19537,Entire guesthouse,Entire home/apt,2,87.0,2,5,20,47,310,2021-04-25,228,99.0,10.0,10.0,10.0,10.0,10.0,1,4.18,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
16255756,20210423160936,2021-04-25,105714194,"Oakland, California, United States",Rockridge,37.84446,-122.25177,Entire apartment,Entire home/apt,2,128.0,1,9,31,38,38,2021-04-25,214,93.0,9.0,10.0,10.0,10.0,9.0,11,4.05,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
17139562,20210423160936,2021-04-25,40428240,"Oakland, California, United States",Oak Center,37.80745,-122.2856,Entire guest suite,Entire home/apt,4,99.0,2,0,6,31,300,2021-04-25,150,97.0,10.0,10.0,10.0,9.0,10.0,1,2.93,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
17896844,20210423160936,2021-04-25,76050077,"Oakland, California, United States",Old City-Produce And Waterfront,37.80134,-122.27651000000002,Entire apartment,Entire home/apt,2,85.0,2,29,59,89,179,2021-04-25,194,95.0,10.0,10.0,10.0,10.0,9.0,7,3.91,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
18473016,20210423160936,2021-04-25,37084699,"Oakland, California, United States",Paradise Park,37.84981,-122.28504,Entire apartment,Entire home/apt,5,157.0,2,12,27,55,224,2021-04-25,87,99.0,10.0,10.0,10.0,10.0,10.0,1,1.82,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
18669103,20210423160936,2021-04-25,15061171,"Oakland, California, United States",Bushrod,37.84713,-122.26258999999999,Entire apartment,Entire home/apt,2,125.0,2,9,18,35,307,2021-04-25,155,96.0,9.0,10.0,10.0,10.0,10.0,1,3.22,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
19767022,20210423160936,2021-04-25,90047731,"Oakland, California, United States",Hawthorne,37.77917,-122.22639,Entire guest suite,Entire home/apt,3,70.0,4,0,0,0,0,2021-04-25,172,96.0,10.0,10.0,10.0,9.0,9.0,1,3.73,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
20804157,20210423160936,2021-04-25,56874549,"Oakland, California, United States",Rockridge,37.84957,-122.25182,Entire apartment,Entire home/apt,4,121.0,2,8,38,68,68,2021-04-25,199,98.0,10.0,10.0,10.0,10.0,10.0,4,4.51,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
20887154,20210423160936,2021-04-25,103009365,"Oakland, California, United States",Eastmont Hills,37.76956,-122.15488,Entire guesthouse,Entire home/apt,2,88.0,2,0,0,0,0,2021-04-25,67,100.0,10.0,10.0,10.0,10.0,10.0,1,1.57,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
21632573,20210423160936,2021-04-25,39862139,"Oakland, California, United States",Eastmont Hills,37.77244,-122.1679,Entire guesthouse,Entire home/apt,3,121.0,1,14,33,53,53,2021-04-25,466,95.0,10.0,10.0,10.0,10.0,10.0,1,11.18,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
22421806,20210423160936,2021-04-25,8762245,"Oakland, California, United States",Grand Lake,37.81613,-122.2464,Entire house,Entire home/apt,2,144.0,4,0,0,0,0,2021-04-25,84,97.0,10.0,10.0,10.0,10.0,10.0,3,2.08,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
24286421,20210423160936,2021-04-25,76050077,"Oakland, California, United States",Old City-Produce And Waterfront,37.79931,-122.27528000000001,Entire apartment,Entire home/apt,2,86.0,3,29,59,89,179,2021-04-25,142,95.0,10.0,10.0,10.0,10.0,9.0,7,3.85,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
28455170,20210423160936,2021-04-25,198740319,"Oakland, California, United States",Fairfax,37.77319,-122.1976,Entire apartment,Entire home/apt,4,65.0,3,4,18,18,18,2021-04-25,223,98.0,10.0,10.0,10.0,10.0,10.0,1,7.05,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
29497557,20210423160936,2021-04-25,181471723,"Oakland, California, United States",Ivy Hill,37.8023,-122.23827,Entire guest suite,Entire home/apt,3,74.0,1,25,55,85,360,2021-04-25,166,94.0,9.0,10.0,10.0,9.0,9.0,1,5.5,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
29883616,20210423160936,2021-04-25,7573581,"Oakland, California, United States",Upper Rockridge,37.84818,-122.24278000000001,Entire guest suite,Entire home/apt,3,145.0,2,9,33,40,40,2021-04-25,132,99.0,10.0,10.0,10.0,10.0,10.0,1,4.45,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
30502911,20210423160936,2021-04-25,14860881,"Oakland, California, United States",Mosswood,37.826879999999996,-122.2617,Entire cottage,Entire home/apt,3,99.0,1,0,4,4,4,2021-04-25,14,99.0,9.0,10.0,10.0,10.0,10.0,5,0.5,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
31841040,20210423160936,2021-04-25,10173518,"Oakland, California, United States",South Prescott,37.80577,-122.29723999999999,Entire apartment,Entire home/apt,2,106.0,3,15,45,75,75,2021-04-25,29,99.0,10.0,10.0,10.0,9.0,9.0,5,1.12,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
43576830,20210423160936,2021-04-25,175153447,"Oakland, California, United States",Clawson,37.82497,-122.28141000000001,Entire house,Entire home/apt,2,65.0,2,15,41,71,255,2021-04-25,4,100.0,10.0,10.0,10.0,10.0,10.0,5,0.81,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
46531796,20210423160936,2021-04-25,12707416,"Oakland, California, United States",Millsmont,37.77747,-122.17448,Entire house,Entire home/apt,2,105.0,1,5,20,20,20,2021-04-25,45,93.0,9.0,10.0,10.0,10.0,9.0,2,9.06,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
48210487,20210423160936,2021-04-25,40646536,"Oakland, California, United States",Adams Point,37.80977,-122.24958000000001,Entire apartment,Entire home/apt,2,81.0,2,2,2,2,2,2021-04-25,1,100.0,10.0,10.0,10.0,10.0,10.0,2,1.0,OAKLAND,CA,06001,Alameda County,35.0,585461,96.8,94601
29521,20210423160936,2021-04-23,124220,"Oakland, California, United States",Shafter,37.83618,-122.25581000000001,Entire house,Entire home/apt,4,195.0,5,0,0,0,0,2021-04-23,35,93.0,9.0,9.0,10.0,10.0,9.0,2,0.29,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
151422,20210423160936,2021-04-23,729004,"Oakland, California, United States",Adams Point,37.81089,-122.25396,Entire apartment,Entire home/apt,2,88.0,2,0,18,48,321,2021-04-23,8,100.0,10.0,10.0,10.0,10.0,10.0,1,0.1,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
237270,20210423160936,2021-04-23,1244345,"Oakland, California, United States",Temescal,37.830940000000005,-122.26426000000001,Entire apartment,Entire home/apt,4,76.0,2,0,0,0,112,2021-04-23,33,99.0,10.0,10.0,10.0,9.0,10.0,1,0.28,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
480379,20210423160936,2021-04-23,1750414,"Oakland, California, United States",Santa Fe,37.843509999999995,-122.27381000000001,Entire house,Entire home/apt,3,274.0,4,0,8,17,79,2021-04-23,19,98.0,10.0,10.0,10.0,9.0,9.0,1,0.33,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
715585,20210423160936,2021-04-23,3179232,"Oakland, California, United States",Mosswood,37.8271,-122.26423999999999,Entire apartment,Entire home/apt,4,135.0,2,5,5,19,289,2021-04-23,355,99.0,10.0,10.0,10.0,10.0,10.0,1,3.41,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
1374864,20210423160936,2021-04-23,7450071,"Oakland, California, United States",Oakmore,37.81937,-122.20665,Entire guest suite,Entire home/apt,1,59.0,5,0,1,1,1,2021-04-23,21,97.0,9.0,10.0,10.0,10.0,10.0,1,0.23,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
1412372,20210423160936,2021-04-23,7614153,"Oakland, California, United States",Grand Lake,37.814479999999996,-122.24933,Entire apartment,Entire home/apt,3,115.0,5,0,4,4,4,2021-04-23,129,95.0,10.0,10.0,10.0,10.0,10.0,1,1.37,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
3434263,20210423160936,2021-04-23,11841134,"Oakland, California, United States",Fairfax,37.77805,-122.20272,Entire apartment,Entire home/apt,2,85.0,3,0,0,0,0,2021-04-23,56,99.0,10.0,10.0,10.0,10.0,10.0,1,0.68,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
3522123,20210423160936,2021-04-23,3793516,"Oakland, California, United States",Mosswood,37.82721,-122.26408,Entire apartment,Entire home/apt,2,175.0,4,16,16,16,47,2021-04-23,11,98.0,10.0,10.0,10.0,10.0,10.0,2,0.22,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
4119973,20210423160936,2021-04-23,21371570,"Oakland, California, United States",Bushrod,37.84366,-122.26196000000002,Entire apartment,Entire home/apt,2,130.0,1,27,56,86,361,2021-04-23,10,100.0,9.0,10.0,10.0,10.0,10.0,1,0.12,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
4135886,20210423160936,2021-04-23,21455916,"Oakland, California, United States",Lakewide,37.80482,-122.26228,Entire apartment,Entire home/apt,3,138.0,2,0,0,21,111,2021-04-23,60,95.0,9.0,10.0,10.0,10.0,9.0,1,0.78,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
4654899,20210423160936,2021-04-23,9586380,"Oakland, California, United States",Temescal,37.8345,-122.26536000000002,Entire house,Entire home/apt,6,179.0,3,0,0,0,0,2021-04-23,51,99.0,10.0,10.0,10.0,9.0,10.0,1,0.74,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
4800618,20210423160936,2021-04-23,18932431,"Oakland, California, United States",Redwood Heights,37.79793,-122.19292,Entire apartment,Entire home/apt,1,79.0,2,0,0,0,0,2021-04-23,11,98.0,10.0,10.0,10.0,9.0,10.0,1,0.15,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
4823294,20210423160936,2021-04-23,664305,"Oakland, California, United States",Bushrod,37.85038,-122.26563,Entire house,Entire home/apt,6,180.0,3,0,0,0,0,2021-04-23,20,97.0,10.0,10.0,10.0,10.0,10.0,1,0.26,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
6033444,20210423160936,2021-04-23,13722049,"Oakland, California, United States",Trestle Glen,37.81428,-122.23648,Entire house,Entire home/apt,6,195.0,3,0,0,0,0,2021-04-23,9,91.0,9.0,10.0,10.0,10.0,9.0,1,0.17,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
6054966,20210423160936,2021-04-23,31423508,"Oakland, California, United States",Old City-Produce And Waterfront,37.8032,-122.2794,Entire apartment,Entire home/apt,4,404.0,5,0,0,0,235,2021-04-23,11,95.0,10.0,10.0,10.0,10.0,10.0,1,0.15,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
6167957,20210423160936,2021-04-23,31999565,"Oakland, California, United States",Clinton,37.79593,-122.24406,Entire apartment,Entire home/apt,4,75.0,1,0,0,0,0,2021-04-23,61,91.0,9.0,10.0,10.0,9.0,9.0,1,0.84,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
7053048,20210423160936,2021-04-23,966383,"Oakland, California, United States",Gaskill,37.8397,-122.27871,Entire house,Entire home/apt,4,130.0,3,0,0,0,0,2021-04-23,12,95.0,10.0,10.0,10.0,9.0,10.0,1,0.17,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
7750138,20210423160936,2021-04-23,40743109,"Oakland, California, United States",Cleveland Heights,37.80446,-122.25012,Entire apartment,Entire home/apt,2,135.0,3,0,0,0,0,2021-04-23,162,100.0,10.0,10.0,10.0,10.0,10.0,1,2.37,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
8389531,20210423160936,2021-04-23,44205932,"Oakland, California, United States",Mosswood,37.82736,-122.26223999999999,Entire house,Entire home/apt,4,140.0,3,0,0,0,19,2021-04-23,5,100.0,10.0,10.0,10.0,10.0,10.0,1,0.15,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
8849595,20210423160936,2021-04-23,14561876,"Oakland, California, United States",Merritt,37.79968,-122.25555,Entire apartment,Entire home/apt,3,90.0,3,0,1,1,1,2021-04-23,51,95.0,10.0,10.0,10.0,9.0,10.0,1,0.76,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
11439306,20210423160936,2021-04-23,15393688,"Oakland, California, United States",Bushrod,37.84544,-122.26628999999998,Entire bungalow,Entire home/apt,6,185.0,1,0,0,0,0,2021-04-23,333,95.0,10.0,10.0,10.0,9.0,9.0,1,5.55,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
11701163,20210423160936,2021-04-23,22963892,"Oakland, California, United States",Fruitvale Station,37.77391,-122.22032,Entire guest suite,Entire home/apt,2,65.0,3,0,0,4,6,2021-04-23,123,99.0,10.0,10.0,10.0,9.0,10.0,1,3.57,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
12114550,20210423160936,2021-04-23,64980979,"Oakland, California, United States",Oakland Ave-Harrison St,37.81541,-122.26036,Entire guesthouse,Entire home/apt,2,109.0,3,19,42,68,343,2021-04-23,296,97.0,10.0,10.0,10.0,10.0,10.0,1,4.84,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
12761664,20210423160936,2021-04-23,49425420,"Oakland, California, United States",Grand Lake,37.81733,-122.24653,Entire guest suite,Entire home/apt,2,71.0,2,16,39,69,344,2021-04-23,163,92.0,9.0,10.0,10.0,10.0,10.0,2,2.7,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
12848670,20210423160936,2021-04-23,8031557,"Oakland, California, United States",Bushrod,37.84653,-122.26423999999999,Entire house,Entire home/apt,6,200.0,3,0,1,1,6,2021-04-23,13,100.0,10.0,10.0,10.0,10.0,10.0,1,0.22,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
13381058,20210423160936,2021-04-23,76050077,"Oakland, California, United States",Old City-Produce And Waterfront,37.80168,-122.27585,Entire apartment,Entire home/apt,4,93.0,2,21,47,77,167,2021-04-23,320,95.0,10.0,10.0,10.0,10.0,9.0,7,5.43,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
16156476,20210423160936,2021-04-23,105451755,"Oakland, California, United States",Lakeshore,37.81555,-122.23873,Entire house,Entire home/apt,2,110.0,2,2,14,44,319,2021-04-23,181,98.0,10.0,10.0,10.0,10.0,10.0,1,3.4,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
17120911,20210423160936,2021-04-23,73364035,"Oakland, California, United States",Clinton,37.79698,-122.24328999999999,Entire house,Entire home/apt,7,75.0,2,1,19,41,301,2021-04-23,111,96.0,10.0,10.0,10.0,9.0,9.0,1,2.19,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
17281993,20210423160936,2021-04-23,6928980,"Oakland, California, United States",Cleveland Heights,37.80383,-122.25143,Entire guesthouse,Entire home/apt,2,95.0,2,1,4,9,261,2021-04-23,107,99.0,10.0,10.0,10.0,10.0,10.0,1,2.14,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
18212152,20210423160936,2021-04-23,6305005,"Oakland, California, United States",Bushrod,37.84919,-122.26123999999999,Entire bungalow,Entire home/apt,4,180.0,3,0,0,0,0,2021-04-23,15,100.0,10.0,10.0,10.0,10.0,9.0,1,0.31,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
19663257,20210423160936,2021-04-23,138446594,"Oakland, California, United States",Upper Laurel,37.788270000000004,-122.19273000000001,Entire guest suite,Entire home/apt,2,75.0,4,0,0,0,0,2021-04-23,86,95.0,10.0,10.0,10.0,9.0,10.0,1,1.89,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
20468932,20210423160936,2021-04-23,698545,"Oakland, California, United States",Redwood Heights,37.79899,-122.19026000000001,Entire house,Entire home/apt,4,130.0,2,0,2,2,2,2021-04-23,47,99.0,10.0,10.0,10.0,10.0,10.0,1,1.06,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
21408902,20210423160936,2021-04-23,126149867,"Oakland, California, United States",Upper Rockridge,37.840070000000004,-122.22995,Entire house,Entire home/apt,2,90.0,2,2,2,2,2,2021-04-23,123,98.0,10.0,10.0,10.0,10.0,10.0,1,2.93,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
21460868,20210423160936,2021-04-23,155816105,"Oakland, California, United States",Merriwood,37.83892,-122.2071,Entire house,Entire home/apt,2,85.0,2,0,0,0,0,2021-04-23,62,99.0,10.0,10.0,10.0,10.0,10.0,1,1.46,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
22213414,20210423160936,2021-04-23,162309295,"Oakland, California, United States",Lynn-Highland Park,37.80243,-122.23218,Entire apartment,Entire home/apt,4,87.0,1,0,0,22,112,2021-04-23,155,93.0,9.0,10.0,10.0,9.0,9.0,1,3.82,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
22361932,20210423160936,2021-04-23,41397818,"Oakland, California, United States",Highland Terrace,37.79504,-122.2366,Entire guest suite,Entire home/apt,2,80.0,1,0,0,0,0,2021-04-23,330,99.0,10.0,10.0,10.0,10.0,10.0,1,8.18,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
23127059,20210423160936,2021-04-23,92137369,"Oakland, California, United States",Glenview,37.80252,-122.22233,Entire guesthouse,Entire home/apt,3,100.0,1,0,0,0,0,2021-04-23,25,98.0,10.0,10.0,10.0,10.0,10.0,2,0.74,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
23580389,20210423160936,2021-04-23,50317956,"Oakland, California, United States",Upper Laurel,37.78652,-122.18993,Entire guesthouse,Entire home/apt,3,101.0,4,0,0,0,0,2021-04-23,41,95.0,10.0,10.0,10.0,9.0,10.0,3,1.08,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
24137618,20210423160936,2021-04-23,9397372,"Oakland, California, United States",Bushrod,37.83936,-122.26744,Entire apartment,Entire home/apt,2,115.0,5,0,0,0,0,2021-04-23,53,99.0,10.0,10.0,10.0,10.0,10.0,2,1.43,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
24208199,20210423160936,2021-04-23,81350255,"Oakland, California, United States",Shepherd Canyon,37.832809999999995,-122.18932,Entire guest suite,Entire home/apt,2,63.0,3,0,0,0,0,2021-04-23,90,93.0,9.0,10.0,9.0,9.0,9.0,1,2.45,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
25675052,20210423160936,2021-04-23,49875758,"Oakland, California, United States",Cleveland Heights,37.80807,-122.24641000000001,Entire apartment,Entire home/apt,2,112.0,2,0,0,0,0,2021-04-23,55,97.0,10.0,10.0,10.0,10.0,10.0,1,1.64,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
25945101,20210423160936,2021-04-23,1336099,"Oakland, California, United States",Merriwood,37.83865,-122.21545,Entire house,Entire home/apt,6,200.0,2,0,0,0,0,2021-04-23,4,90.0,10.0,10.0,10.0,9.0,10.0,1,0.12,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
26127085,20210423160936,2021-04-23,1400283,"Oakland, California, United States",Longfellow,37.833859999999994,-122.27041000000001,Entire house,Entire home/apt,2,112.0,1,0,0,0,0,2021-04-23,3,100.0,10.0,10.0,10.0,10.0,10.0,2,0.09,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
26570865,20210423160936,2021-04-23,91569100,"Oakland, California, United States",Millsmont,37.77773,-122.17321000000001,Entire guest suite,Entire home/apt,3,85.0,1,0,0,0,0,2021-04-23,93,97.0,10.0,10.0,10.0,9.0,10.0,1,2.8,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
26839948,20210423160936,2021-04-23,38290889,"Oakland, California, United States",Merriwood,37.84744,-122.20806999999999,Entire guest suite,Entire home/apt,2,127.0,2,0,0,0,0,2021-04-23,131,99.0,10.0,10.0,10.0,10.0,10.0,1,4.45,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
27257185,20210423160936,2021-04-23,8691693,"Oakland, California, United States",Grand Lake,37.81889,-122.24991000000001,Entire guest suite,Entire home/apt,2,115.0,3,0,0,0,0,2021-04-23,5,100.0,10.0,10.0,10.0,10.0,10.0,1,0.18,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
27375063,20210423160936,2021-04-23,3662011,"Oakland, California, United States",Glenview,37.80895,-122.22237,Entire house,Entire home/apt,6,150.0,5,1,2,2,2,2021-04-23,11,94.0,8.0,10.0,10.0,10.0,10.0,1,0.34,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
28207303,20210423160936,2021-04-23,50317956,"Oakland, California, United States",Upper Laurel,37.785940000000004,-122.18966,Entire house,Entire home/apt,10,274.0,4,0,0,0,0,2021-04-23,56,97.0,10.0,10.0,10.0,9.0,10.0,3,1.78,OAKLAND,CA,06013,Contra Costa County,34.9,402908,96.8,94611
